"municipio","ano","homicidio_doloso","furto","roubo","furto_roubo_veiculos"
"Adamantina",2001,4,268,17,2
"Adamantina",2002,1,319,4,0
"Adamantina",2003,1,277,7,4
"Adamantina",2004,4,420,5,3
"Adamantina",2005,0,376,13,6
"Adamantina",2006,1,294,7,14
"Adamantina",2007,0,327,11,8
"Adamantina",2008,1,397,5,5
"Adamantina",2009,1,286,19,2
"Adamantina",2010,1,227,11,5
"Adamantina",2011,0,245,11,10
"Adamantina",2012,0,245,6,12
"Adamantina",2013,0,272,13,7
"Adamantina",2014,1,258,5,9
"Adamantina",2015,0,245,3,19
"Adolfo",2001,0,19,0,1
"Adolfo",2002,0,29,0,2
"Adolfo",2003,0,29,1,0
"Adolfo",2004,0,14,0,0
"Adolfo",2005,0,45,0,1
"Adolfo",2006,0,52,0,1
"Adolfo",2007,1,38,2,1
"Adolfo",2008,0,54,1,1
"Adolfo",2009,0,64,0,1
"Adolfo",2010,1,42,1,2
"Adolfo",2011,0,28,1,2
"Adolfo",2012,0,38,1,1
"Adolfo",2013,0,44,0,3
"Adolfo",2014,0,37,2,1
"Adolfo",2015,0,43,5,0
"Aguaí",2001,4,582,90,74
"Aguaí",2002,1,473,54,88
"Aguaí",2003,3,362,38,37
"Aguaí",2004,3,140,22,29
"Aguaí",2005,3,332,34,22
"Aguaí",2006,3,680,59,34
"Aguaí",2007,5,666,37,23
"Aguaí",2008,2,531,40,27
"Aguaí",2009,3,538,47,40
"Aguaí",2010,1,545,44,39
"Aguaí",2011,4,438,70,49
"Aguaí",2012,6,445,52,35
"Aguaí",2013,2,375,50,66
"Aguaí",2014,2,434,63,62
"Aguaí",2015,5,366,55,59
"Águas da Prata",2001,0,49,2,1
"Águas da Prata",2002,0,33,1,5
"Águas da Prata",2003,1,43,3,11
"Águas da Prata",2004,0,38,2,5
"Águas da Prata",2005,0,29,0,2
"Águas da Prata",2006,1,42,2,1
"Águas da Prata",2007,0,35,8,1
"Águas da Prata",2008,0,57,3,2
"Águas da Prata",2009,0,36,3,2
"Águas da Prata",2010,2,34,2,1
"Águas da Prata",2011,1,36,1,4
"Águas da Prata",2012,1,60,2,0
"Águas da Prata",2013,0,32,1,0
"Águas da Prata",2014,1,40,2,6
"Águas da Prata",2015,1,64,2,5
"Águas de Lindóia",2001,2,290,29,25
"Águas de Lindóia",2002,1,218,22,32
"Águas de Lindóia",2003,3,266,18,27
"Águas de Lindóia",2004,0,208,16,27
"Águas de Lindóia",2005,1,194,29,34
"Águas de Lindóia",2006,1,287,34,32
"Águas de Lindóia",2007,1,231,28,32
"Águas de Lindóia",2008,1,180,40,25
"Águas de Lindóia",2009,0,191,35,35
"Águas de Lindóia",2010,0,172,34,44
"Águas de Lindóia",2011,3,192,41,45
"Águas de Lindóia",2012,3,248,27,43
"Águas de Lindóia",2013,0,174,27,46
"Águas de Lindóia",2014,2,191,26,41
"Águas de Lindóia",2015,1,105,21,33
"Águas de Santa Bárbara",2001,0,43,9,4
"Águas de Santa Bárbara",2002,1,23,0,2
"Águas de Santa Bárbara",2003,2,38,5,1
"Águas de Santa Bárbara",2004,0,40,1,3
"Águas de Santa Bárbara",2005,0,58,5,2
"Águas de Santa Bárbara",2006,0,43,3,2
"Águas de Santa Bárbara",2007,0,23,0,3
"Águas de Santa Bárbara",2008,0,26,2,2
"Águas de Santa Bárbara",2009,0,31,0,3
"Águas de Santa Bárbara",2010,0,35,0,3
"Águas de Santa Bárbara",2011,0,35,2,3
"Águas de Santa Bárbara",2012,0,41,3,1
"Águas de Santa Bárbara",2013,1,39,3,2
"Águas de Santa Bárbara",2014,0,36,3,6
"Águas de Santa Bárbara",2015,1,33,7,3
"Águas de São Pedro",2001,0,52,4,11
"Águas de São Pedro",2002,0,48,4,4
"Águas de São Pedro",2003,0,47,6,6
"Águas de São Pedro",2004,0,68,4,6
"Águas de São Pedro",2005,0,61,3,3
"Águas de São Pedro",2006,0,72,2,7
"Águas de São Pedro",2007,0,73,4,1
"Águas de São Pedro",2008,0,65,5,2
"Águas de São Pedro",2009,0,55,9,4
"Águas de São Pedro",2010,0,40,3,2
"Águas de São Pedro",2011,0,46,3,1
"Águas de São Pedro",2012,0,65,6,7
"Águas de São Pedro",2013,0,41,7,5
"Águas de São Pedro",2014,0,40,4,6
"Águas de São Pedro",2015,0,39,2,2
"Agudos",2001,3,603,40,38
"Agudos",2002,5,474,63,30
"Agudos",2003,6,573,75,25
"Agudos",2004,6,393,59,17
"Agudos",2005,2,341,49,37
"Agudos",2006,4,339,87,27
"Agudos",2007,1,411,49,25
"Agudos",2008,1,393,73,18
"Agudos",2009,3,372,67,25
"Agudos",2010,3,260,79,22
"Agudos",2011,3,319,51,34
"Agudos",2012,4,307,47,42
"Agudos",2013,2,274,43,27
"Agudos",2014,3,388,61,38
"Agudos",2015,1,353,75,31
"Alambari",2001,0,27,6,5
"Alambari",2002,1,24,3,3
"Alambari",2003,0,34,4,4
"Alambari",2004,1,35,1,1
"Alambari",2005,0,38,3,3
"Alambari",2006,1,53,7,1
"Alambari",2007,0,50,5,1
"Alambari",2008,0,30,1,4
"Alambari",2009,0,36,5,1
"Alambari",2010,0,45,9,8
"Alambari",2011,0,41,6,0
"Alambari",2012,0,26,3,3
"Alambari",2013,0,28,6,2
"Alambari",2014,1,29,7,6
"Alambari",2015,0,32,2,1
"Alfredo Marcondes",2001,0,9,0,0
"Alfredo Marcondes",2002,0,9,0,0
"Alfredo Marcondes",2003,0,7,0,0
"Alfredo Marcondes",2004,0,9,0,0
"Alfredo Marcondes",2005,0,9,0,0
"Alfredo Marcondes",2006,0,11,0,0
"Alfredo Marcondes",2007,1,12,1,0
"Alfredo Marcondes",2008,0,16,0,0
"Alfredo Marcondes",2009,1,36,0,0
"Alfredo Marcondes",2010,0,9,0,0
"Alfredo Marcondes",2011,0,8,0,0
"Alfredo Marcondes",2012,0,19,0,1
"Alfredo Marcondes",2013,1,16,0,0
"Alfredo Marcondes",2014,0,26,0,2
"Alfredo Marcondes",2015,0,15,0,0
"Altair",2001,0,24,0,1
"Altair",2002,0,21,1,2
"Altair",2003,0,33,2,2
"Altair",2004,0,42,2,1
"Altair",2005,0,26,0,0
"Altair",2006,0,29,0,0
"Altair",2007,0,26,1,1
"Altair",2008,0,28,1,3
"Altair",2009,1,21,0,1
"Altair",2010,1,12,0,1
"Altair",2011,1,20,0,2
"Altair",2012,0,14,1,1
"Altair",2013,0,35,1,0
"Altair",2014,0,17,1,5
"Altair",2015,0,24,2,1
"Altinópolis",2001,1,160,8,15
"Altinópolis",2002,0,159,9,12
"Altinópolis",2003,0,146,4,7
"Altinópolis",2004,2,135,9,7
"Altinópolis",2005,0,162,8,8
"Altinópolis",2006,1,123,8,9
"Altinópolis",2007,0,141,3,15
"Altinópolis",2008,1,141,4,18
"Altinópolis",2009,0,125,8,19
"Altinópolis",2010,2,162,13,19
"Altinópolis",2011,0,170,11,9
"Altinópolis",2012,1,163,6,14
"Altinópolis",2013,0,129,8,14
"Altinópolis",2014,2,136,7,20
"Altinópolis",2015,0,178,22,10
"Alto Alegre",2001,0,30,0,1
"Alto Alegre",2002,1,46,0,2
"Alto Alegre",2003,0,50,1,2
"Alto Alegre",2004,0,33,2,2
"Alto Alegre",2005,0,44,0,4
"Alto Alegre",2006,0,60,1,0
"Alto Alegre",2007,0,36,1,0
"Alto Alegre",2008,1,29,3,1
"Alto Alegre",2009,1,19,1,3
"Alto Alegre",2010,0,15,3,2
"Alto Alegre",2011,0,11,3,0
"Alto Alegre",2012,0,11,2,0
"Alto Alegre",2013,0,17,0,1
"Alto Alegre",2014,0,26,1,0
"Alto Alegre",2015,1,23,0,1
"Alumínio",2001,4,163,19,16
"Alumínio",2002,1,149,27,22
"Alumínio",2003,3,205,21,10
"Alumínio",2004,5,217,27,24
"Alumínio",2005,4,174,34,20
"Alumínio",2006,1,235,21,19
"Alumínio",2007,2,219,32,16
"Alumínio",2008,1,147,20,21
"Alumínio",2009,3,128,19,25
"Alumínio",2010,0,115,15,20
"Alumínio",2011,2,128,13,33
"Alumínio",2012,1,114,14,45
"Alumínio",2013,0,108,16,23
"Alumínio",2014,2,138,12,23
"Alumínio",2015,0,117,13,26
"Álvares Florence",2001,0,21,0,0
"Álvares Florence",2002,0,9,2,0
"Álvares Florence",2003,0,15,0,0
"Álvares Florence",2004,1,16,1,3
"Álvares Florence",2005,0,35,0,0
"Álvares Florence",2006,0,36,0,4
"Álvares Florence",2007,1,42,1,2
"Álvares Florence",2008,0,28,0,1
"Álvares Florence",2009,1,44,2,0
"Álvares Florence",2010,0,43,1,0
"Álvares Florence",2011,1,37,1,1
"Álvares Florence",2012,0,26,0,0
"Álvares Florence",2013,0,31,0,0
"Álvares Florence",2014,0,34,2,0
"Álvares Florence",2015,0,53,1,3
"Álvares Machado",2001,3,148,14,6
"Álvares Machado",2002,1,130,16,0
"Álvares Machado",2003,5,184,6,2
"Álvares Machado",2004,5,191,23,3
"Álvares Machado",2005,5,155,18,4
"Álvares Machado",2006,5,203,17,2
"Álvares Machado",2007,2,189,7,2
"Álvares Machado",2008,2,186,14,1
"Álvares Machado",2009,3,161,24,10
"Álvares Machado",2010,3,120,10,7
"Álvares Machado",2011,7,122,15,7
"Álvares Machado",2012,8,124,23,11
"Álvares Machado",2013,0,200,19,15
"Álvares Machado",2014,2,150,17,11
"Álvares Machado",2015,5,155,12,12
"Álvaro de Carvalho",2001,0,9,2,1
"Álvaro de Carvalho",2002,0,36,2,0
"Álvaro de Carvalho",2003,1,35,0,0
"Álvaro de Carvalho",2004,1,51,4,1
"Álvaro de Carvalho",2005,2,57,1,0
"Álvaro de Carvalho",2006,1,35,0,1
"Álvaro de Carvalho",2007,0,17,2,0
"Álvaro de Carvalho",2008,0,12,2,0
"Álvaro de Carvalho",2009,0,29,2,0
"Álvaro de Carvalho",2010,2,16,1,0
"Álvaro de Carvalho",2011,0,12,2,0
"Álvaro de Carvalho",2012,0,22,2,1
"Álvaro de Carvalho",2013,0,24,0,0
"Álvaro de Carvalho",2014,0,20,1,0
"Álvaro de Carvalho",2015,0,25,1,2
"Alvinlândia",2001,1,9,0,0
"Alvinlândia",2002,0,6,1,0
"Alvinlândia",2003,0,5,0,0
"Alvinlândia",2004,1,14,0,0
"Alvinlândia",2005,1,10,0,0
"Alvinlândia",2006,0,21,1,0
"Alvinlândia",2007,0,19,0,0
"Alvinlândia",2008,0,14,1,0
"Alvinlândia",2009,1,18,0,0
"Alvinlândia",2010,0,12,3,0
"Alvinlândia",2011,0,16,0,1
"Alvinlândia",2012,0,15,1,0
"Alvinlândia",2013,0,20,0,0
"Alvinlândia",2014,0,20,1,2
"Alvinlândia",2015,0,15,1,0
"Americana",2001,23,2321,883,1245
"Americana",2002,10,3839,1025,1093
"Americana",2003,10,3093,1130,1086
"Americana",2004,17,3282,841,1168
"Americana",2005,11,2961,940,1417
"Americana",2006,15,2900,742,1472
"Americana",2007,10,3070,877,1363
"Americana",2008,9,2625,893,1057
"Americana",2009,14,2632,1101,1173
"Americana",2010,10,2300,941,1363
"Americana",2011,13,2575,850,1539
"Americana",2012,13,2441,766,1281
"Americana",2013,12,2562,732,1253
"Americana",2014,10,2658,715,1373
"Americana",2015,8,2503,593,1368
"Américo Brasiliense",2001,0,174,13,4
"Américo Brasiliense",2002,4,189,31,8
"Américo Brasiliense",2003,3,248,16,16
"Américo Brasiliense",2004,4,329,18,11
"Américo Brasiliense",2005,7,304,23,17
"Américo Brasiliense",2006,1,299,24,14
"Américo Brasiliense",2007,5,274,23,13
"Américo Brasiliense",2008,3,209,22,25
"Américo Brasiliense",2009,3,269,38,14
"Américo Brasiliense",2010,4,238,27,15
"Américo Brasiliense",2011,4,230,36,24
"Américo Brasiliense",2012,4,388,54,23
"Américo Brasiliense",2013,6,242,63,38
"Américo Brasiliense",2014,7,214,62,42
"Américo Brasiliense",2015,2,285,47,25
"Américo de Campos",2001,0,12,0,2
"Américo de Campos",2002,0,17,0,1
"Américo de Campos",2003,0,34,0,2
"Américo de Campos",2004,0,27,1,0
"Américo de Campos",2005,0,40,0,0
"Américo de Campos",2006,1,42,2,1
"Américo de Campos",2007,0,29,0,1
"Américo de Campos",2008,1,27,1,0
"Américo de Campos",2009,0,41,1,1
"Américo de Campos",2010,0,49,2,3
"Américo de Campos",2011,2,46,0,3
"Américo de Campos",2012,1,62,2,0
"Américo de Campos",2013,0,39,2,2
"Américo de Campos",2014,0,51,3,6
"Américo de Campos",2015,0,68,0,5
"Amparo",2001,3,551,78,122
"Amparo",2002,1,724,108,128
"Amparo",2003,5,994,86,135
"Amparo",2004,5,836,117,114
"Amparo",2005,2,579,101,118
"Amparo",2006,4,536,61,79
"Amparo",2007,7,582,101,100
"Amparo",2008,3,643,108,139
"Amparo",2009,6,552,97,145
"Amparo",2010,4,626,110,135
"Amparo",2011,6,707,94,125
"Amparo",2012,4,628,91,104
"Amparo",2013,6,539,74,88
"Amparo",2014,3,536,73,118
"Amparo",2015,4,604,71,123
"Analândia",2001,0,35,2,13
"Analândia",2002,1,35,3,8
"Analândia",2003,1,45,4,2
"Analândia",2004,0,72,4,10
"Analândia",2005,1,65,5,9
"Analândia",2006,1,67,1,3
"Analândia",2007,0,85,3,4
"Analândia",2008,0,87,1,8
"Analândia",2009,0,66,6,7
"Analândia",2010,1,35,5,1
"Analândia",2011,1,60,4,4
"Analândia",2012,0,51,13,5
"Analândia",2013,0,70,6,4
"Analândia",2014,0,39,6,5
"Analândia",2015,0,62,7,5
"Andradina",2001,17,841,46,19
"Andradina",2002,10,1109,19,18
"Andradina",2003,4,1574,36,18
"Andradina",2004,4,1473,39,29
"Andradina",2005,13,1588,39,20
"Andradina",2006,4,1330,39,14
"Andradina",2007,7,1279,39,18
"Andradina",2008,5,1287,57,22
"Andradina",2009,9,1028,76,30
"Andradina",2010,14,1008,71,37
"Andradina",2011,5,808,60,36
"Andradina",2012,4,661,53,33
"Andradina",2013,7,804,57,40
"Andradina",2014,11,675,50,66
"Andradina",2015,5,691,59,81
"Angatuba",2001,0,110,11,13
"Angatuba",2002,1,171,12,9
"Angatuba",2003,0,198,5,7
"Angatuba",2004,0,183,12,11
"Angatuba",2005,1,201,10,14
"Angatuba",2006,0,212,9,4
"Angatuba",2007,1,217,4,6
"Angatuba",2008,0,200,8,11
"Angatuba",2009,1,224,6,7
"Angatuba",2010,0,216,20,12
"Angatuba",2011,2,225,13,12
"Angatuba",2012,1,229,22,15
"Angatuba",2013,2,184,23,14
"Angatuba",2014,0,224,14,24
"Angatuba",2015,2,253,27,12
"Anhembi",2001,0,12,4,14
"Anhembi",2002,1,9,1,8
"Anhembi",2003,1,21,2,7
"Anhembi",2004,0,38,1,5
"Anhembi",2005,0,36,2,6
"Anhembi",2006,0,37,7,4
"Anhembi",2007,0,22,2,5
"Anhembi",2008,0,26,2,5
"Anhembi",2009,2,31,5,10
"Anhembi",2010,0,20,3,2
"Anhembi",2011,1,24,5,6
"Anhembi",2012,1,24,3,3
"Anhembi",2013,1,28,1,3
"Anhembi",2014,0,21,6,2
"Anhembi",2015,3,21,2,2
"Anhumas",2001,0,9,0,1
"Anhumas",2002,0,17,1,0
"Anhumas",2003,0,21,0,1
"Anhumas",2004,0,31,0,1
"Anhumas",2005,0,26,0,1
"Anhumas",2006,0,39,1,1
"Anhumas",2007,0,24,2,1
"Anhumas",2008,0,20,0,1
"Anhumas",2009,0,23,0,2
"Anhumas",2010,0,19,0,1
"Anhumas",2011,0,22,1,0
"Anhumas",2012,0,22,0,1
"Anhumas",2013,0,31,2,0
"Anhumas",2014,0,27,0,1
"Anhumas",2015,0,21,1,1
"Aparecida",2001,3,534,89,56
"Aparecida",2002,4,1014,135,43
"Aparecida",2003,8,1276,143,26
"Aparecida",2004,6,1565,162,43
"Aparecida",2005,5,1300,173,43
"Aparecida",2006,8,1528,192,41
"Aparecida",2007,5,1453,133,59
"Aparecida",2008,7,1233,129,43
"Aparecida",2009,10,1121,189,77
"Aparecida",2010,5,1199,190,46
"Aparecida",2011,10,944,151,50
"Aparecida",2012,7,1096,130,62
"Aparecida",2013,5,1263,103,51
"Aparecida",2014,6,1067,152,45
"Aparecida",2015,12,1117,159,59
"Aparecida d'Oeste",2001,1,32,0,0
"Aparecida d'Oeste",2002,1,19,0,3
"Aparecida d'Oeste",2003,0,39,1,2
"Aparecida d'Oeste",2004,0,32,1,1
"Aparecida d'Oeste",2005,0,25,0,0
"Aparecida d'Oeste",2006,1,35,0,1
"Aparecida d'Oeste",2007,0,22,1,2
"Aparecida d'Oeste",2008,0,39,2,0
"Aparecida d'Oeste",2009,0,54,0,2
"Aparecida d'Oeste",2010,0,40,1,1
"Aparecida d'Oeste",2011,0,40,1,0
"Aparecida d'Oeste",2012,0,32,2,2
"Aparecida d'Oeste",2013,1,26,3,2
"Aparecida d'Oeste",2014,1,32,1,6
"Aparecida d'Oeste",2015,1,44,2,7
"Apiaí",2001,1,208,6,6
"Apiaí",2002,2,168,2,1
"Apiaí",2003,4,272,4,3
"Apiaí",2004,1,257,8,4
"Apiaí",2005,0,317,9,6
"Apiaí",2006,3,347,11,3
"Apiaí",2007,3,348,15,7
"Apiaí",2008,0,305,4,0
"Apiaí",2009,4,250,9,5
"Apiaí",2010,0,243,13,3
"Apiaí",2011,2,266,19,10
"Apiaí",2012,0,242,22,10
"Apiaí",2013,1,242,19,7
"Apiaí",2014,0,213,3,14
"Apiaí",2015,0,196,4,7
"Araçariguama",2001,3,105,58,43
"Araçariguama",2002,3,121,44,49
"Araçariguama",2003,6,174,46,68
"Araçariguama",2004,2,202,32,42
"Araçariguama",2005,8,204,19,44
"Araçariguama",2006,3,311,29,26
"Araçariguama",2007,2,246,32,10
"Araçariguama",2008,5,223,41,27
"Araçariguama",2009,7,174,35,30
"Araçariguama",2010,3,169,46,27
"Araçariguama",2011,6,152,31,32
"Araçariguama",2012,8,197,44,40
"Araçariguama",2013,5,160,55,54
"Araçariguama",2014,3,188,55,33
"Araçariguama",2015,4,190,60,33
"Araçatuba",2001,38,4443,596,354
"Araçatuba",2002,31,4932,743,343
"Araçatuba",2003,33,5780,555,346
"Araçatuba",2004,48,5723,487,261
"Araçatuba",2005,49,4707,675,279
"Araçatuba",2006,43,4036,509,201
"Araçatuba",2007,15,3674,739,191
"Araçatuba",2008,15,2985,716,185
"Araçatuba",2009,14,3543,922,327
"Araçatuba",2010,26,3091,833,269
"Araçatuba",2011,15,2677,737,296
"Araçatuba",2012,18,2566,642,258
"Araçatuba",2013,23,3023,511,274
"Araçatuba",2014,30,2680,529,330
"Araçatuba",2015,33,2628,712,269
"Araçoiaba da Serra",2001,4,315,65,41
"Araçoiaba da Serra",2002,3,399,85,36
"Araçoiaba da Serra",2003,5,451,82,31
"Araçoiaba da Serra",2004,2,412,49,32
"Araçoiaba da Serra",2005,3,439,61,33
"Araçoiaba da Serra",2006,2,370,57,18
"Araçoiaba da Serra",2007,5,350,63,24
"Araçoiaba da Serra",2008,3,311,71,38
"Araçoiaba da Serra",2009,4,289,76,64
"Araçoiaba da Serra",2010,4,308,60,34
"Araçoiaba da Serra",2011,3,292,48,25
"Araçoiaba da Serra",2012,4,226,50,39
"Araçoiaba da Serra",2013,1,262,47,42
"Araçoiaba da Serra",2014,0,352,73,47
"Araçoiaba da Serra",2015,5,385,52,54
"Aramina",2001,0,37,1,4
"Aramina",2002,1,43,7,2
"Aramina",2003,0,47,9,5
"Aramina",2004,1,49,4,6
"Aramina",2005,0,54,8,3
"Aramina",2006,0,69,5,5
"Aramina",2007,0,69,3,1
"Aramina",2008,0,61,2,4
"Aramina",2009,0,62,3,3
"Aramina",2010,1,46,2,4
"Aramina",2011,0,36,7,5
"Aramina",2012,0,44,8,3
"Aramina",2013,0,52,1,3
"Aramina",2014,0,48,6,3
"Aramina",2015,1,46,9,5
"Arandu",2001,1,35,1,4
"Arandu",2002,0,25,1,2
"Arandu",2003,0,38,3,4
"Arandu",2004,0,32,2,3
"Arandu",2005,0,18,0,2
"Arandu",2006,0,23,1,0
"Arandu",2007,0,16,0,2
"Arandu",2008,0,17,1,3
"Arandu",2009,1,9,0,4
"Arandu",2010,2,30,0,3
"Arandu",2011,0,42,0,0
"Arandu",2012,0,26,2,0
"Arandu",2013,0,23,3,0
"Arandu",2014,0,29,3,3
"Arandu",2015,0,67,1,0
"Arapeí",2001,0,5,0,0
"Arapeí",2002,0,14,0,0
"Arapeí",2003,0,23,1,0
"Arapeí",2004,1,23,0,0
"Arapeí",2005,0,28,1,0
"Arapeí",2006,0,29,1,0
"Arapeí",2007,0,13,0,0
"Arapeí",2008,1,12,1,0
"Arapeí",2009,0,11,0,0
"Arapeí",2010,1,17,2,0
"Arapeí",2011,2,10,1,0
"Arapeí",2012,0,18,0,0
"Arapeí",2013,0,7,2,1
"Arapeí",2014,1,13,0,2
"Arapeí",2015,0,17,1,0
"Araraquara",2001,35,3434,520,265
"Araraquara",2002,37,3730,524,279
"Araraquara",2003,34,4640,593,276
"Araraquara",2004,24,4428,534,319
"Araraquara",2005,23,4155,521,302
"Araraquara",2006,18,3601,556,368
"Araraquara",2007,9,3711,571,279
"Araraquara",2008,17,2881,555,271
"Araraquara",2009,21,2673,508,372
"Araraquara",2010,9,2692,505,292
"Araraquara",2011,17,2446,567,378
"Araraquara",2012,25,2864,638,400
"Araraquara",2013,19,2993,608,421
"Araraquara",2014,20,2731,632,537
"Araraquara",2015,13,2775,455,338
"Araras",2001,11,1237,164,332
"Araras",2002,10,1654,240,406
"Araras",2003,11,1685,429,395
"Araras",2004,18,1961,349,406
"Araras",2005,11,1853,383,396
"Araras",2006,10,1713,364,388
"Araras",2007,6,1743,374,394
"Araras",2008,6,1427,311,361
"Araras",2009,8,1479,378,520
"Araras",2010,6,1120,328,428
"Araras",2011,12,1255,335,387
"Araras",2012,14,1219,341,453
"Araras",2013,13,1083,307,509
"Araras",2014,4,1124,269,525
"Araras",2015,7,1076,275,419
"Arco-Íris",2001,0,4,0,2
"Arco-Íris",2002,1,2,0,1
"Arco-Íris",2003,0,5,0,0
"Arco-Íris",2004,1,13,0,0
"Arco-Íris",2005,0,13,0,0
"Arco-Íris",2006,0,7,0,0
"Arco-Íris",2007,0,5,0,0
"Arco-Íris",2008,0,4,0,1
"Arco-Íris",2009,0,8,1,1
"Arco-Íris",2010,0,5,1,0
"Arco-Íris",2011,0,3,1,1
"Arco-Íris",2012,0,10,1,0
"Arco-Íris",2013,0,5,1,0
"Arco-Íris",2014,0,7,0,0
"Arco-Íris",2015,0,7,1,0
"Arealva",2001,0,69,1,4
"Arealva",2002,0,70,1,7
"Arealva",2003,1,76,2,3
"Arealva",2004,0,106,1,1
"Arealva",2005,0,128,3,2
"Arealva",2006,1,97,2,2
"Arealva",2007,1,76,2,2
"Arealva",2008,1,75,4,3
"Arealva",2009,0,83,4,2
"Arealva",2010,2,55,6,4
"Arealva",2011,0,95,7,9
"Arealva",2012,0,77,8,8
"Arealva",2013,0,97,6,7
"Arealva",2014,2,126,9,6
"Arealva",2015,0,156,7,8
"Areias",2001,0,7,1,0
"Areias",2002,0,7,0,2
"Areias",2003,0,15,2,0
"Areias",2004,1,28,1,0
"Areias",2005,0,15,0,2
"Areias",2006,0,22,2,1
"Areias",2007,0,15,0,0
"Areias",2008,0,13,0,2
"Areias",2009,1,17,2,1
"Areias",2010,0,16,0,0
"Areias",2011,0,14,0,0
"Areias",2012,0,12,0,1
"Areias",2013,0,11,1,0
"Areias",2014,0,12,2,0
"Areias",2015,0,7,0,0
"Areiópolis",2001,0,23,8,5
"Areiópolis",2002,0,21,4,4
"Areiópolis",2003,0,16,4,2
"Areiópolis",2004,1,18,1,1
"Areiópolis",2005,2,13,4,1
"Areiópolis",2006,0,20,4,3
"Areiópolis",2007,1,26,4,1
"Areiópolis",2008,4,11,5,4
"Areiópolis",2009,2,26,4,4
"Areiópolis",2010,0,24,5,1
"Areiópolis",2011,0,26,3,1
"Areiópolis",2012,0,38,1,2
"Areiópolis",2013,0,26,5,4
"Areiópolis",2014,1,17,5,6
"Areiópolis",2015,1,27,1,2
"Ariranha",2001,0,21,1,0
"Ariranha",2002,0,17,0,2
"Ariranha",2003,0,28,2,0
"Ariranha",2004,1,45,1,3
"Ariranha",2005,0,21,1,2
"Ariranha",2006,0,22,2,1
"Ariranha",2007,0,31,0,4
"Ariranha",2008,0,34,0,4
"Ariranha",2009,2,27,2,1
"Ariranha",2010,1,29,4,1
"Ariranha",2011,0,35,2,4
"Ariranha",2012,1,32,5,1
"Ariranha",2013,0,23,5,8
"Ariranha",2014,0,32,9,13
"Ariranha",2015,0,19,5,7
"Artur Nogueira",2001,6,809,102,197
"Artur Nogueira",2002,6,732,122,158
"Artur Nogueira",2003,5,721,71,133
"Artur Nogueira",2004,8,702,103,115
"Artur Nogueira",2005,2,816,97,148
"Artur Nogueira",2006,2,778,79,152
"Artur Nogueira",2007,5,884,119,292
"Artur Nogueira",2008,5,845,167,301
"Artur Nogueira",2009,9,824,220,269
"Artur Nogueira",2010,4,609,119,181
"Artur Nogueira",2011,4,650,123,168
"Artur Nogueira",2012,2,625,152,141
"Artur Nogueira",2013,4,775,164,174
"Artur Nogueira",2014,1,472,107,142
"Artur Nogueira",2015,2,493,89,108
"Arujá",2001,23,423,228,339
"Arujá",2002,8,405,226,208
"Arujá",2003,19,578,311,195
"Arujá",2004,11,651,252,226
"Arujá",2005,11,627,305,329
"Arujá",2006,8,577,270,384
"Arujá",2007,9,567,383,352
"Arujá",2008,16,529,273,335
"Arujá",2009,3,586,307,382
"Arujá",2010,10,534,301,368
"Arujá",2011,15,497,340,365
"Arujá",2012,18,676,356,381
"Arujá",2013,9,779,432,326
"Arujá",2014,11,622,368,444
"Arujá",2015,16,654,470,306
"Aspásia",2001,0,6,0,0
"Aspásia",2002,0,4,0,1
"Aspásia",2003,0,2,0,0
"Aspásia",2004,0,5,0,0
"Aspásia",2005,2,5,0,1
"Aspásia",2006,0,4,0,0
"Aspásia",2007,0,5,0,0
"Aspásia",2008,0,4,0,0
"Aspásia",2009,0,9,0,0
"Aspásia",2010,0,4,0,2
"Aspásia",2011,0,2,0,1
"Aspásia",2012,0,0,0,0
"Aspásia",2013,0,8,0,0
"Aspásia",2014,0,8,0,0
"Aspásia",2015,0,8,0,0
"Assis",2001,10,2491,191,163
"Assis",2002,10,2303,170,129
"Assis",2003,9,2088,177,128
"Assis",2004,14,1983,186,157
"Assis",2005,8,2776,192,194
"Assis",2006,11,1942,163,241
"Assis",2007,4,1161,169,198
"Assis",2008,8,1249,201,127
"Assis",2009,12,1433,293,158
"Assis",2010,6,1485,233,156
"Assis",2011,9,1389,240,178
"Assis",2012,9,1292,252,186
"Assis",2013,8,1243,268,150
"Assis",2014,9,957,175,137
"Assis",2015,5,950,137,125
"Atibaia",2001,20,1702,371,428
"Atibaia",2002,23,1675,602,399
"Atibaia",2003,24,2401,597,441
"Atibaia",2004,19,2598,491,393
"Atibaia",2005,30,2202,435,339
"Atibaia",2006,20,2424,475,436
"Atibaia",2007,22,3025,492,483
"Atibaia",2008,22,2304,517,584
"Atibaia",2009,25,2052,739,488
"Atibaia",2010,19,1937,528,370
"Atibaia",2011,22,1905,556,491
"Atibaia",2012,17,2027,537,364
"Atibaia",2013,8,1893,527,463
"Atibaia",2014,23,1732,633,450
"Atibaia",2015,12,1527,615,452
"Auriflama",2001,0,92,5,5
"Auriflama",2002,1,95,9,6
"Auriflama",2003,3,143,8,3
"Auriflama",2004,0,119,10,6
"Auriflama",2005,0,163,13,0
"Auriflama",2006,0,90,11,3
"Auriflama",2007,2,56,13,7
"Auriflama",2008,1,93,10,7
"Auriflama",2009,1,126,5,2
"Auriflama",2010,1,116,10,7
"Auriflama",2011,1,72,1,6
