"municipio","ano","homicidio_doloso","furto","roubo","furto_roubo_veiculos"
"Coronel Macedo",2014,0,11,1,4
"Coronel Macedo",2015,1,25,2,1
"Corumbataí",2001,0,34,4,4
"Corumbataí",2002,0,29,4,2
"Corumbataí",2003,1,42,3,2
"Corumbataí",2004,0,49,7,12
"Corumbataí",2005,0,33,8,8
"Corumbataí",2006,0,60,2,8
"Corumbataí",2007,0,49,4,6
"Corumbataí",2008,0,63,6,3
"Corumbataí",2009,1,56,10,13
"Corumbataí",2010,0,34,7,7
"Corumbataí",2011,1,40,1,16
"Corumbataí",2012,0,54,4,16
"Corumbataí",2013,0,47,7,9
"Corumbataí",2014,0,45,6,6
"Corumbataí",2015,1,66,4,11
"Cosmópolis",2001,14,604,180,185
"Cosmópolis",2002,14,784,244,151
"Cosmópolis",2003,10,903,241,121
"Cosmópolis",2004,15,828,197,108
"Cosmópolis",2005,19,998,251,147
"Cosmópolis",2006,10,874,265,142
"Cosmópolis",2007,8,811,385,206
"Cosmópolis",2008,11,714,269,288
"Cosmópolis",2009,7,727,329,232
"Cosmópolis",2010,12,724,285,198
"Cosmópolis",2011,8,848,283,144
"Cosmópolis",2012,8,631,280,169
"Cosmópolis",2013,6,787,267,192
"Cosmópolis",2014,8,874,266,268
"Cosmópolis",2015,15,754,181,230
"Cosmorama",2001,1,54,7,3
"Cosmorama",2002,0,70,0,1
"Cosmorama",2003,0,33,2,2
"Cosmorama",2004,1,50,1,2
"Cosmorama",2005,0,76,0,1
"Cosmorama",2006,1,56,4,1
"Cosmorama",2007,1,77,3,3
"Cosmorama",2008,1,53,2,3
"Cosmorama",2009,0,70,3,4
"Cosmorama",2010,0,81,3,4
"Cosmorama",2011,0,111,8,6
"Cosmorama",2012,1,118,3,4
"Cosmorama",2013,1,119,7,5
"Cosmorama",2014,0,86,7,5
"Cosmorama",2015,0,73,3,3
"Cotia",2001,81,1454,1083,1177
"Cotia",2002,85,1527,919,1057
"Cotia",2003,81,1652,772,644
"Cotia",2004,60,1689,679,570
"Cotia",2005,50,1524,714,696
"Cotia",2006,40,1585,668,633
"Cotia",2007,32,1402,759,491
"Cotia",2008,29,1278,726,475
"Cotia",2009,23,1244,873,551
"Cotia",2010,30,1266,876,600
"Cotia",2011,20,1307,945,753
"Cotia",2012,24,1263,1112,709
"Cotia",2013,29,1329,1239,845
"Cotia",2014,33,1214,1352,824
"Cotia",2015,31,1442,1428,782
"Cravinhos",2001,6,442,38,15
"Cravinhos",2002,3,412,35,16
"Cravinhos",2003,4,480,44,16
"Cravinhos",2004,0,519,42,33
"Cravinhos",2005,2,569,49,26
"Cravinhos",2006,1,519,49,33
"Cravinhos",2007,2,477,47,33
"Cravinhos",2008,2,340,34,29
"Cravinhos",2009,2,343,48,27
"Cravinhos",2010,0,318,45,31
"Cravinhos",2011,2,296,41,52
"Cravinhos",2012,3,319,47,76
"Cravinhos",2013,1,320,27,72
"Cravinhos",2014,1,307,75,95
"Cravinhos",2015,2,301,87,80
"Cristais Paulista",2001,0,41,3,7
"Cristais Paulista",2002,0,50,5,7
"Cristais Paulista",2003,0,72,3,8
"Cristais Paulista",2004,3,54,13,6
"Cristais Paulista",2005,1,84,11,6
"Cristais Paulista",2006,2,108,7,14
"Cristais Paulista",2007,1,136,9,15
"Cristais Paulista",2008,0,139,10,4
"Cristais Paulista",2009,0,154,8,9
"Cristais Paulista",2010,2,65,1,4
"Cristais Paulista",2011,0,74,6,5
"Cristais Paulista",2012,1,85,9,6
"Cristais Paulista",2013,0,121,6,4
"Cristais Paulista",2014,0,143,11,7
"Cristais Paulista",2015,1,112,10,13
"Cruzália",2001,0,26,0,1
"Cruzália",2002,0,10,0,0
"Cruzália",2003,0,44,1,0
"Cruzália",2004,0,21,0,1
"Cruzália",2005,0,15,0,0
"Cruzália",2006,0,13,0,1
"Cruzália",2007,0,5,0,1
"Cruzália",2008,0,6,0,2
"Cruzália",2009,0,2,1,1
"Cruzália",2010,0,6,2,0
"Cruzália",2011,0,8,0,1
"Cruzália",2012,0,6,0,0
"Cruzália",2013,0,10,0,0
"Cruzália",2014,0,12,1,0
"Cruzália",2015,0,4,0,0
"Cruzeiro",2001,6,834,99,45
"Cruzeiro",2002,7,867,124,56
"Cruzeiro",2003,9,1201,130,53
"Cruzeiro",2004,10,905,104,83
"Cruzeiro",2005,4,907,138,60
"Cruzeiro",2006,6,1049,111,52
"Cruzeiro",2007,8,1114,105,75
"Cruzeiro",2008,6,1045,121,58
"Cruzeiro",2009,10,1309,165,76
"Cruzeiro",2010,7,1188,143,92
"Cruzeiro",2011,15,1050,145,68
"Cruzeiro",2012,13,984,141,49
"Cruzeiro",2013,9,742,167,75
"Cruzeiro",2014,8,760,227,72
"Cruzeiro",2015,10,880,215,131
"Cubatão",2001,44,1244,584,192
"Cubatão",2002,79,1219,721,218
"Cubatão",2003,66,1582,621,256
"Cubatão",2004,40,1492,631,202
"Cubatão",2005,29,1205,516,222
"Cubatão",2006,15,1284,582,253
"Cubatão",2007,17,1532,613,228
"Cubatão",2008,18,1233,554,300
"Cubatão",2009,31,1376,862,484
"Cubatão",2010,24,1514,948,463
"Cubatão",2011,23,1516,1156,492
"Cubatão",2012,20,1638,909,439
"Cubatão",2013,19,1589,957,463
"Cubatão",2014,17,1318,1169,572
"Cubatão",2015,12,1227,1107,617
"Cunha",2001,0,109,9,4
"Cunha",2002,2,142,5,3
"Cunha",2003,2,183,8,6
"Cunha",2004,1,180,11,7
"Cunha",2005,2,210,15,8
"Cunha",2006,0,193,14,19
"Cunha",2007,0,235,12,9
"Cunha",2008,0,180,17,5
"Cunha",2009,8,120,28,12
"Cunha",2010,4,127,13,9
"Cunha",2011,4,143,28,22
"Cunha",2012,9,141,22,19
"Cunha",2013,5,134,23,21
"Cunha",2014,5,138,18,13
"Cunha",2015,5,197,26,9
"Descalvado",2001,1,113,17,21
"Descalvado",2002,2,127,22,19
"Descalvado",2003,4,133,15,20
"Descalvado",2004,4,235,15,22
"Descalvado",2005,2,282,23,21
"Descalvado",2006,0,207,26,44
"Descalvado",2007,2,242,16,15
"Descalvado",2008,1,222,8,15
"Descalvado",2009,0,322,22,49
"Descalvado",2010,1,278,33,41
"Descalvado",2011,0,322,25,71
"Descalvado",2012,0,395,44,65
"Descalvado",2013,4,389,28,45
"Descalvado",2014,2,431,53,62
"Descalvado",2015,1,334,42,42
"Diadema",2001,237,2391,2549,2930
"Diadema",2002,186,2744,2396,2475
"Diadema",2003,158,2941,2986,2488
"Diadema",2004,133,2438,2154,2049
"Diadema",2005,105,2830,2729,2385
"Diadema",2006,78,3076,2873,2458
"Diadema",2007,80,3271,3263,2466
"Diadema",2008,83,3050,3847,2437
"Diadema",2009,57,2891,4410,3322
"Diadema",2010,81,2766,3515,3212
"Diadema",2011,35,2995,4201,3152
"Diadema",2012,49,3756,3824,4124
"Diadema",2013,58,3590,4761,5140
"Diadema",2014,52,3644,6332,4507
"Diadema",2015,47,3406,6758,3739
"Dirce Reis",2001,0,6,0,0
"Dirce Reis",2002,0,3,0,0
"Dirce Reis",2003,0,14,0,0
"Dirce Reis",2004,0,7,0,0
"Dirce Reis",2005,0,8,0,0
"Dirce Reis",2006,0,9,0,0
"Dirce Reis",2007,0,9,0,0
"Dirce Reis",2008,0,4,0,0
"Dirce Reis",2009,0,8,1,0
"Dirce Reis",2010,0,6,0,0
"Dirce Reis",2011,0,3,0,1
"Dirce Reis",2012,0,8,0,0
"Dirce Reis",2013,1,4,0,0
"Dirce Reis",2014,0,9,0,0
"Dirce Reis",2015,0,5,0,0
"Divinolândia",2001,0,39,3,4
"Divinolândia",2002,0,35,2,2
"Divinolândia",2003,0,36,1,9
"Divinolândia",2004,1,25,2,2
"Divinolândia",2005,0,30,6,4
"Divinolândia",2006,1,123,2,1
"Divinolândia",2007,0,97,3,6
"Divinolândia",2008,0,87,4,7
"Divinolândia",2009,0,68,8,1
"Divinolândia",2010,0,47,2,6
"Divinolândia",2011,0,60,1,5
"Divinolândia",2012,1,56,1,2
"Divinolândia",2013,1,64,2,5
"Divinolândia",2014,0,53,7,2
"Divinolândia",2015,1,56,2,4
"Dobrada",2001,2,12,1,1
"Dobrada",2002,1,9,2,1
"Dobrada",2003,2,10,0,2
"Dobrada",2004,2,19,3,2
"Dobrada",2005,0,19,2,1
"Dobrada",2006,1,14,2,0
"Dobrada",2007,2,27,9,1
"Dobrada",2008,2,32,2,1
"Dobrada",2009,3,26,5,6
"Dobrada",2010,3,27,5,1
"Dobrada",2011,1,22,3,1
"Dobrada",2012,1,20,1,0
"Dobrada",2013,4,15,1,1
"Dobrada",2014,0,12,2,2
"Dobrada",2015,0,15,2,5
"Dois Córregos",2001,0,415,22,11
"Dois Córregos",2002,1,399,11,8
"Dois Córregos",2003,3,389,10,12
"Dois Córregos",2004,6,329,13,12
"Dois Córregos",2005,5,296,13,8
"Dois Córregos",2006,3,285,12,15
"Dois Córregos",2007,2,314,16,10
"Dois Córregos",2008,2,344,12,17
"Dois Córregos",2009,1,392,30,9
"Dois Córregos",2010,3,390,39,10
"Dois Córregos",2011,3,374,19,12
"Dois Córregos",2012,6,418,21,23
"Dois Córregos",2013,3,344,27,29
"Dois Córregos",2014,4,245,11,22
"Dois Córregos",2015,4,256,15,15
"Dolcinópolis",2001,0,4,0,0
"Dolcinópolis",2002,0,6,0,0
"Dolcinópolis",2003,0,8,0,0
"Dolcinópolis",2004,0,13,0,0
"Dolcinópolis",2005,0,18,0,0
"Dolcinópolis",2006,0,13,0,0
"Dolcinópolis",2007,0,8,0,0
"Dolcinópolis",2008,0,19,0,1
"Dolcinópolis",2009,0,19,1,1
"Dolcinópolis",2010,0,9,0,0
"Dolcinópolis",2011,0,7,0,0
"Dolcinópolis",2012,0,11,0,1
"Dolcinópolis",2013,0,16,0,0
"Dolcinópolis",2014,0,8,0,0
"Dolcinópolis",2015,0,11,0,0
"Dourado",2001,1,23,7,3
"Dourado",2002,0,26,2,8
"Dourado",2003,0,34,2,3
"Dourado",2004,0,48,2,3
"Dourado",2005,0,42,1,3
"Dourado",2006,0,45,1,5
"Dourado",2007,3,48,1,5
"Dourado",2008,2,39,1,1
"Dourado",2009,0,36,1,2
"Dourado",2010,0,58,0,3
"Dourado",2011,1,47,4,4
"Dourado",2012,1,53,3,2
"Dourado",2013,0,59,2,2
"Dourado",2014,0,33,4,5
"Dourado",2015,1,48,2,6
"Dracena",2001,3,428,12,12
"Dracena",2002,1,434,11,13
"Dracena",2003,2,532,14,14
"Dracena",2004,5,600,22,7
"Dracena",2005,2,648,15,12
"Dracena",2006,2,774,11,13
"Dracena",2007,1,634,18,12
"Dracena",2008,1,723,23,25
"Dracena",2009,1,1005,26,25
"Dracena",2010,0,786,15,15
"Dracena",2011,2,764,28,23
"Dracena",2012,5,736,23,12
"Dracena",2013,3,606,18,27
"Dracena",2014,2,558,23,35
"Dracena",2015,2,574,17,31
"Duartina",2001,0,75,7,5
"Duartina",2002,1,91,5,4
"Duartina",2003,1,97,8,5
"Duartina",2004,1,107,3,5
"Duartina",2005,0,100,6,13
"Duartina",2006,3,67,8,3
"Duartina",2007,2,33,7,4
"Duartina",2008,0,69,8,7
"Duartina",2009,0,60,5,5
"Duartina",2010,0,33,1,3
"Duartina",2011,2,42,7,6
"Duartina",2012,0,55,4,5
"Duartina",2013,0,91,5,15
"Duartina",2014,1,65,7,21
"Duartina",2015,1,62,7,13
"Dumont",2001,0,20,10,10
"Dumont",2002,0,20,0,4
"Dumont",2003,0,33,3,2
"Dumont",2004,0,35,10,0
"Dumont",2005,1,51,6,1
"Dumont",2006,0,51,1,4
"Dumont",2007,0,64,4,3
"Dumont",2008,0,48,5,1
"Dumont",2009,0,44,4,7
"Dumont",2010,0,64,6,2
"Dumont",2011,1,59,12,4
"Dumont",2012,0,50,12,6
"Dumont",2013,0,61,11,5
"Dumont",2014,0,67,12,5
"Dumont",2015,1,60,14,5
"Echaporã",2001,2,51,1,2
"Echaporã",2002,2,51,3,0
"Echaporã",2003,0,58,2,0
"Echaporã",2004,0,48,0,0
"Echaporã",2005,0,46,2,4
"Echaporã",2006,1,48,0,2
"Echaporã",2007,0,23,4,0
"Echaporã",2008,0,22,3,0
"Echaporã",2009,0,37,1,1
"Echaporã",2010,0,20,6,0
"Echaporã",2011,0,34,6,2
"Echaporã",2012,0,24,1,2
"Echaporã",2013,0,15,0,2
"Echaporã",2014,0,17,3,1
"Echaporã",2015,1,21,2,1
"Eldorado",2001,0,107,2,2
"Eldorado",2002,6,105,3,1
"Eldorado",2003,4,111,6,2
"Eldorado",2004,2,144,4,2
"Eldorado",2005,2,109,3,2
"Eldorado",2006,0,114,5,4
"Eldorado",2007,2,92,3,1
"Eldorado",2008,1,112,5,2
"Eldorado",2009,1,159,5,6
"Eldorado",2010,4,97,4,1
"Eldorado",2011,3,101,7,9
"Eldorado",2012,1,89,11,3
"Eldorado",2013,0,80,4,1
"Eldorado",2014,2,93,2,12
"Eldorado",2015,3,88,2,10
"Elias Fausto",2001,4,139,14,27
"Elias Fausto",2002,0,103,18,26
"Elias Fausto",2003,3,163,17,23
"Elias Fausto",2004,4,197,22,25
"Elias Fausto",2005,3,192,34,32
"Elias Fausto",2006,1,142,33,22
"Elias Fausto",2007,1,161,47,32
"Elias Fausto",2008,0,107,28,36
"Elias Fausto",2009,2,88,50,43
"Elias Fausto",2010,0,73,27,17
"Elias Fausto",2011,1,100,16,16
"Elias Fausto",2012,2,86,27,18
"Elias Fausto",2013,0,68,39,26
"Elias Fausto",2014,2,80,24,45
"Elias Fausto",2015,3,80,47,41
"Elisiário",2001,0,16,0,0
"Elisiário",2002,0,17,2,1
"Elisiário",2003,0,21,0,1
"Elisiário",2004,0,17,0,0
"Elisiário",2005,0,20,0,4
"Elisiário",2006,0,17,1,0
"Elisiário",2007,0,29,0,0
"Elisiário",2008,1,11,0,0
"Elisiário",2009,0,16,1,3
"Elisiário",2010,0,18,2,0
"Elisiário",2011,0,11,0,1
"Elisiário",2012,0,8,2,0
"Elisiário",2013,0,14,2,2
"Elisiário",2014,0,15,6,3
"Elisiário",2015,0,18,0,2
"Embaúba",2001,0,19,1,0
"Embaúba",2002,0,13,0,0
"Embaúba",2003,0,16,1,0
"Embaúba",2004,0,27,0,0
"Embaúba",2005,0,33,0,0
"Embaúba",2006,0,17,0,1
"Embaúba",2007,0,17,0,0
"Embaúba",2008,1,8,0,0
"Embaúba",2009,0,17,1,0
"Embaúba",2010,0,8,0,0
"Embaúba",2011,0,20,1,0
"Embaúba",2012,0,27,0,1
"Embaúba",2013,0,5,0,0
"Embaúba",2014,0,18,1,1
"Embaúba",2015,0,16,0,2
"Embu das Artes",2001,197,765,873,924
"Embu das Artes",2002,162,937,849,847
"Embu das Artes",2003,122,1054,860,653
"Embu das Artes",2004,85,1052,723,564
"Embu das Artes",2005,73,844,709,620
"Embu das Artes",2006,57,942,715,613
"Embu das Artes",2007,45,974,911,487
"Embu das Artes",2008,54,928,1091,551
"Embu das Artes",2009,40,1020,1221,674
"Embu das Artes",2010,40,917,1380,859
"Embu das Artes",2011,48,859,1200,851
"Embu das Artes",2012,53,958,1262,801
"Embu das Artes",2013,38,1107,1582,891
"Embu das Artes",2014,34,1260,1440,906
"Embu das Artes",2015,26,1110,1386,750
"Embu Guaçú",2001,34,557,295,326
"Embu Guaçú",2002,45,521,153,228
"Embu Guaçú",2003,30,579,155,204
"Embu Guaçú",2004,29,494,142,150
"Embu Guaçú",2005,34,431,137,115
"Embu Guaçú",2006,18,475,137,157
"Embu Guaçú",2007,16,406,155,126
"Embu Guaçú",2008,22,356,126,137
"Embu Guaçú",2009,17,462,203,155
"Embu Guaçú",2010,10,428,199,148
"Embu Guaçú",2011,11,505,236,180
"Embu Guaçú",2012,14,610,237,200
"Embu Guaçú",2013,15,443,251,224
"Embu Guaçú",2014,14,355,232,221
"Embu Guaçú",2015,19,360,247,213
"Emilianópolis",2001,0,6,0,1
"Emilianópolis",2002,0,11,0,0
"Emilianópolis",2003,0,13,0,1
"Emilianópolis",2004,0,32,0,0
"Emilianópolis",2005,0,22,1,0
"Emilianópolis",2006,1,21,0,1
"Emilianópolis",2007,0,15,0,0
"Emilianópolis",2008,0,22,1,0
"Emilianópolis",2009,0,31,0,0
"Emilianópolis",2010,0,13,1,0
"Emilianópolis",2011,0,14,0,0
"Emilianópolis",2012,0,11,0,0
"Emilianópolis",2013,0,11,1,0
"Emilianópolis",2014,0,6,0,0
"Emilianópolis",2015,0,7,1,1
"Engenheiro Coelho",2001,0,84,22,31
"Engenheiro Coelho",2002,1,92,17,18
"Engenheiro Coelho",2003,1,143,9,18
"Engenheiro Coelho",2004,1,180,15,26
"Engenheiro Coelho",2005,1,147,32,9
"Engenheiro Coelho",2006,1,137,20,13
"Engenheiro Coelho",2007,1,175,29,35
"Engenheiro Coelho",2008,1,154,25,25
"Engenheiro Coelho",2009,3,174,46,43
"Engenheiro Coelho",2010,3,159,35,14
"Engenheiro Coelho",2011,2,240,18,18
"Engenheiro Coelho",2012,2,232,52,18
"Engenheiro Coelho",2013,1,164,53,36
"Engenheiro Coelho",2014,3,142,29,26
"Engenheiro Coelho",2015,3,137,13,20
"Espírito Santo do Pinhal",2001,2,461,36,56
"Espírito Santo do Pinhal",2002,1,330,39,35
"Espírito Santo do Pinhal",2003,2,289,25,36
"Espírito Santo do Pinhal",2004,5,272,15,33
"Espírito Santo do Pinhal",2005,3,186,28,27
"Espírito Santo do Pinhal",2006,1,285,28,29
"Espírito Santo do Pinhal",2007,3,337,38,32
"Espírito Santo do Pinhal",2008,3,302,14,17
"Espírito Santo do Pinhal",2009,4,391,22,34
"Espírito Santo do Pinhal",2010,3,388,19,53
"Espírito Santo do Pinhal",2011,3,355,27,54
"Espírito Santo do Pinhal",2012,1,323,20,26
"Espírito Santo do Pinhal",2013,1,398,44,37
"Espírito Santo do Pinhal",2014,1,336,39,45
"Espírito Santo do Pinhal",2015,3,344,31,30
"Espírito Santo do Turvo",2001,0,14,1,1
"Espírito Santo do Turvo",2002,1,29,2,3
"Espírito Santo do Turvo",2003,0,28,3,1
"Espírito Santo do Turvo",2004,1,30,2,0
"Espírito Santo do Turvo",2005,0,23,2,0
"Espírito Santo do Turvo",2006,0,16,4,3
"Espírito Santo do Turvo",2007,0,28,2,1
"Espírito Santo do Turvo",2008,0,14,2,3
"Espírito Santo do Turvo",2009,1,27,5,2
"Espírito Santo do Turvo",2010,0,16,1,1
"Espírito Santo do Turvo",2011,0,28,8,3
"Espírito Santo do Turvo",2012,1,32,0,1
"Espírito Santo do Turvo",2013,0,33,3,2
"Espírito Santo do Turvo",2014,2,28,1,1
"Espírito Santo do Turvo",2015,0,31,1,1
"Estiva Gerbi",2001,1,113,11,5
"Estiva Gerbi",2002,2,99,11,6
"Estiva Gerbi",2003,0,216,11,8
"Estiva Gerbi",2004,3,138,12,10
"Estiva Gerbi",2005,0,127,12,3
"Estiva Gerbi",2006,0,136,9,5
"Estiva Gerbi",2007,1,150,3,5
"Estiva Gerbi",2008,1,130,5,8
"Estiva Gerbi",2009,0,149,8,5
"Estiva Gerbi",2010,0,110,7,6
"Estiva Gerbi",2011,0,153,13,9
"Estiva Gerbi",2012,0,118,10,5
"Estiva Gerbi",2013,2,118,10,4
"Estiva Gerbi",2014,0,152,11,7
"Estiva Gerbi",2015,0,138,15,7
"Estrela d'Oeste",2001,0,47,1,2
"Estrela d'Oeste",2002,1,35,2,0
"Estrela d'Oeste",2003,0,61,1,3
"Estrela d'Oeste",2004,0,35,0,2
"Estrela d'Oeste",2005,0,53,1,0
"Estrela d'Oeste",2006,1,66,0,3
"Estrela d'Oeste",2007,1,60,1,3
"Estrela d'Oeste",2008,1,60,1,1
"Estrela d'Oeste",2009,0,79,0,3
"Estrela d'Oeste",2010,0,45,2,3
"Estrela d'Oeste",2011,0,58,0,5
"Estrela d'Oeste",2012,1,73,4,5
"Estrela d'Oeste",2013,0,82,7,7
"Estrela d'Oeste",2014,0,66,1,5
"Estrela d'Oeste",2015,1,88,3,4
"Estrela do Norte",2001,0,14,0,0
"Estrela do Norte",2002,1,3,0,4
"Estrela do Norte",2003,0,7,1,0
"Estrela do Norte",2004,0,6,0,1
"Estrela do Norte",2005,0,11,1,1
"Estrela do Norte",2006,0,11,1,0
"Estrela do Norte",2007,0,12,1,1
"Estrela do Norte",2008,1,15,1,1
"Estrela do Norte",2009,0,12,1,0
"Estrela do Norte",2010,1,10,0,0
"Estrela do Norte",2011,0,9,1,0
"Estrela do Norte",2012,0,16,2,0
"Estrela do Norte",2013,0,29,0,0
"Estrela do Norte",2014,0,14,0,0
"Estrela do Norte",2015,0,14,0,0
"Euclides da Cunha Paulista",2001,0,113,4,3
"Euclides da Cunha Paulista",2002,1,97,0,5
"Euclides da Cunha Paulista",2003,1,101,1,1
"Euclides da Cunha Paulista",2004,1,140,5,0
"Euclides da Cunha Paulista",2005,0,101,4,0
"Euclides da Cunha Paulista",2006,1,106,2,0
"Euclides da Cunha Paulista",2007,1,116,1,3
"Euclides da Cunha Paulista",2008,1,105,4,4
"Euclides da Cunha Paulista",2009,1,90,6,6
"Euclides da Cunha Paulista",2010,1,48,2,4
"Euclides da Cunha Paulista",2011,2,71,2,6
"Euclides da Cunha Paulista",2012,2,81,1,3
"Euclides da Cunha Paulista",2013,1,54,1,4
"Euclides da Cunha Paulista",2014,0,55,2,5
"Euclides da Cunha Paulista",2015,0,87,3,10
"Fartura",2001,1,83,1,8
"Fartura",2002,1,81,1,3
"Fartura",2003,2,117,5,10
"Fartura",2004,2,117,7,7
"Fartura",2005,0,160,3,5
"Fartura",2006,0,114,6,4
"Fartura",2007,0,114,8,3
"Fartura",2008,1,124,7,3
"Fartura",2009,0,114,13,6
"Fartura",2010,1,102,4,2
"Fartura",2011,1,74,6,14
"Fartura",2012,0,93,3,8
"Fartura",2013,0,132,7,14
"Fartura",2014,1,100,9,13
"Fartura",2015,1,116,8,7
"Fernando Prestes",2001,0,17,1,1
"Fernando Prestes",2002,0,34,0,1
"Fernando Prestes",2003,0,35,0,0
"Fernando Prestes",2004,0,38,2,2
"Fernando Prestes",2005,0,43,1,2
"Fernando Prestes",2006,1,35,4,5
"Fernando Prestes",2007,0,35,1,3
"Fernando Prestes",2008,1,20,3,1
"Fernando Prestes",2009,0,33,0,1
"Fernando Prestes",2010,0,33,1,3
"Fernando Prestes",2011,0,28,3,2
"Fernando Prestes",2012,1,35,4,0
"Fernando Prestes",2013,0,42,1,4
"Fernando Prestes",2014,1,25,5,3
"Fernando Prestes",2015,0,23,3,1
"Fernandópolis",2001,2,686,33,24
"Fernandópolis",2002,5,596,28,18
"Fernandópolis",2003,7,769,39,31
"Fernandópolis",2004,3,1018,29,35
"Fernandópolis",2005,2,961,41,32
"Fernandópolis",2006,2,781,53,54
"Fernandópolis",2007,2,640,38,54
"Fernandópolis",2008,2,517,37,40
"Fernandópolis",2009,3,852,41,51
"Fernandópolis",2010,8,911,43,74
"Fernandópolis",2011,2,732,51,68
"Fernandópolis",2012,2,951,60,103
"Fernandópolis",2013,3,643,38,126
"Fernandópolis",2014,1,660,49,127
"Fernandópolis",2015,3,777,42,141
"Fernão",2001,0,4,0,0
"Fernão",2002,0,6,0,0
"Fernão",2003,0,14,0,0
"Fernão",2004,0,8,0,0
"Fernão",2005,0,9,0,0
"Fernão",2006,0,7,0,0
"Fernão",2007,0,3,0,0
"Fernão",2008,0,4,0,0
"Fernão",2009,0,10,1,0
"Fernão",2010,0,13,0,0
"Fernão",2011,0,15,0,0
"Fernão",2012,0,9,0,0
"Fernão",2013,0,5,0,0
"Fernão",2014,0,6,0,0
"Fernão",2015,0,16,0,0
"Ferraz de Vasconcelos",2001,51,790,676,471
"Ferraz de Vasconcelos",2002,71,787,667,479
"Ferraz de Vasconcelos",2003,74,870,740,555
"Ferraz de Vasconcelos",2004,58,1107,587,597
"Ferraz de Vasconcelos",2005,50,1050,531,622
"Ferraz de Vasconcelos",2006,42,1061,559,564
"Ferraz de Vasconcelos",2007,32,979,573,369
"Ferraz de Vasconcelos",2008,23,826,497,305
"Ferraz de Vasconcelos",2009,19,815,684,421
"Ferraz de Vasconcelos",2010,26,581,615,466
"Ferraz de Vasconcelos",2011,24,723,683,644
"Ferraz de Vasconcelos",2012,42,888,718,749
"Ferraz de Vasconcelos",2013,27,1121,993,865
"Ferraz de Vasconcelos",2014,16,754,866,927
"Ferraz de Vasconcelos",2015,16,885,988,1038
"Flora Rica",2001,0,2,0,0
"Flora Rica",2002,0,2,0,0
"Flora Rica",2003,0,1,0,0
"Flora Rica",2004,0,2,0,0
"Flora Rica",2005,0,4,0,0
"Flora Rica",2006,0,3,0,0
"Flora Rica",2007,0,6,0,0
"Flora Rica",2008,0,5,0,0
"Flora Rica",2009,0,8,0,0
"Flora Rica",2010,2,6,0,0
"Flora Rica",2011,0,6,1,0
"Flora Rica",2012,0,18,0,1
"Flora Rica",2013,0,7,0,0
"Flora Rica",2014,0,11,0,2
"Flora Rica",2015,0,10,0,0
"Floreal",2001,0,12,1,0
"Floreal",2002,1,17,0,0
"Floreal",2003,0,14,0,1
"Floreal",2004,0,25,1,0
"Floreal",2005,0,21,0,0
"Floreal",2006,0,12,2,0
"Floreal",2007,0,24,0,0
"Floreal",2008,0,39,1,4
"Floreal",2009,0,25,3,2
"Floreal",2010,0,31,0,2
"Floreal",2011,0,31,0,1
"Floreal",2012,0,29,1,1
"Floreal",2013,0,30,0,0
"Floreal",2014,0,38,1,2
"Floreal",2015,0,33,2,0
"Flórida Paulista",2001,2,30,0,1
"Flórida Paulista",2002,0,19,3,0
"Flórida Paulista",2003,0,28,4,1
"Flórida Paulista",2004,1,35,4,0
"Flórida Paulista",2005,2,33,5,1
"Flórida Paulista",2006,0,48,2,0
"Flórida Paulista",2007,1,44,0,1
"Flórida Paulista",2008,0,42,2,0
"Flórida Paulista",2009,1,33,1,4
"Flórida Paulista",2010,0,42,2,1
"Flórida Paulista",2011,1,36,2,0
"Flórida Paulista",2012,0,45,1,1
"Flórida Paulista",2013,0,34,3,2
"Flórida Paulista",2014,1,27,2,0
"Flórida Paulista",2015,0,41,1,0
"Florínia",2001,0,19,0,1
"Florínia",2002,0,15,3,2
"Florínia",2003,0,15,1,0
"Florínia",2004,0,31,0,0
"Florínia",2005,0,33,1,0
"Florínia",2006,0,20,1,1
"Florínia",2007,0,30,0,1
"Florínia",2008,0,51,2,1
"Florínia",2009,1,27,2,1
"Florínia",2010,0,37,2,1
"Florínia",2011,0,27,4,0
"Florínia",2012,0,39,5,1
"Florínia",2013,1,34,3,0
"Florínia",2014,0,15,2,0
"Florínia",2015,0,13,0,1
"Franca",2001,24,5685,456,234
"Franca",2002,15,5019,377,323
"Franca",2003,20,6664,494,452
"Franca",2004,29,6827,592,530
"Franca",2005,22,7377,741,614
"Franca",2006,20,7252,759,702
"Franca",2007,14,5969,695,613
"Franca",2008,11,4587,619,578
"Franca",2009,20,5141,684,727
"Franca",2010,13,5252,693,617
"Franca",2011,9,5540,659,828
"Franca",2012,18,6342,812,923
"Franca",2013,15,5732,710,732
"Franca",2014,17,5431,914,803
"Franca",2015,21,5470,862,852
"Francisco Morato",2001,63,768,521,70
"Francisco Morato",2002,61,768,428,120
"Francisco Morato",2003,66,1539,444,44
"Francisco Morato",2004,57,1062,369,102
"Francisco Morato",2005,55,869,332,99
"Francisco Morato",2006,48,975,355,114
"Francisco Morato",2007,20,1023,351,107
"Francisco Morato",2008,21,950,520,113
"Francisco Morato",2009,19,960,590,136
"Francisco Morato",2010,18,1009,504,88
"Francisco Morato",2011,15,831,564,144
"Francisco Morato",2012,27,750,618,141
"Francisco Morato",2013,11,768,556,154
"Francisco Morato",2014,16,858,516,244
"Francisco Morato",2015,14,878,695,243
